,region,location,activity,title,description,price,rating,review_count,duration,url,description_clean,general
212,Luzon,Palawan,Day Trips,City tour of Puerto Princesa Palawan Philippines,"This is a half Day Trips in puerto princesa city. Perfect for guests with flights upon arrival or before departure while waiting for your flight you can have a 4 hour city tour. We can drop off to the airport after the tour.

For those arriving from cruise ships this is a perfect tour to go sightseeing in a very short time for 4 hours only.

A city sightseeing tour Morning - You can also book this if you like a different time schedule you can just inform us if you want to request a different time slot like afternoon.",863.51,5,2,4,https://www.tripadvisor.com.ph/AttractionProductReview-g294257-d19877687-City_tour_of_Puerto_Princesa_Palawan_Philippines-Puerto_Princesa_Palawan_Island_Pa.html,half Day Trips puerto princesa city Perfect guests flights upon arrival departure waiting flight 4 hour city tour drop airport tour arriving cruise ships perfect tour go sightseeing short time 4 hours city sightseeing tour Morning also book like different time schedule inform us want request different time slot like afternoon,Tours
213,Luzon,Luzon,Day Trips,Villa Escudero Tour with Lunch From Manila (SHARED),"We went there last June 12. There package was 1600 per person. It includes buffet lunch beside the waterfalls. Riding the carabao cart, museum tour. They also have cultural show during holidays and weekends. We enjoyed the pool with jacuzzi. The only problem is the stairs going down to the waterfalls quite steep. Also there are too many people since its a holiday so long line at the buffet table. Lunch is serve 11am.",7368.66,4.5,3,6,https://www.tripadvisor.com.ph/AttractionProductReview-g294248-d12465737-Villa_Escudero_Tour_with_Lunch_From_Manila_SHARED-Luzon.html,went last June 12 package 1600 per person includes buffet lunch beside waterfalls Riding carabao cart museum tour also cultural show holidays weekends enjoyed pool jacuzzi problem stairs going waterfalls quite steep Also many people since holiday long line buffet table Lunch serve 11am,Tours
214,Luzon,Palawan,Day Trips,Coron Super Ultimate Tour (Private)," Seas the day and enjoy the beach life in this Day Trips of Coron's beaches, where you'll get to explore three of Coron's most beautiful beaches in just one day! Start your day off with a boat ride to Malcapuya Island, where you'll enjoy the panoramic views of coastal cliffs as you make your way.

 Visiting: 
Barracuda Lake
Kayangan Lake
Twin Lagoon
Skeleton Wreck
Sunset Beach
Las Islas De Coral
CYC Beach
Reef Garden",8520.01,4.5,8,6,https://www.tripadvisor.com.ph/AttractionProductReview-g1642824-d21161908-Coron_Super_Ultimate_Tour_Private-Busuanga_Island_Palawan_Province_Mimaropa.html,Seas day enjoy beach life Day Trips Corons beaches youll get explore three Corons beautiful beaches one day Start day boat ride Malcapuya Island youll enjoy panoramic views coastal cliffs make way Visiting Barracuda Lake Kayangan Lake Twin Lagoon Skeleton Wreck Sunset Beach Las Islas De Coral CYC Beach Reef Garden,Tours
215,Visayas,Cebu,Boat charters,Oslob Whale Shark Swimming and Kawasan Falls Tour,"?ÅEEEEEEEE???ÅEEEE Head to Oslob for a once in a lifetime chance to get up close to real whale sharks 
 ?ÅEEEEEEEE???ÅEEEE Tick off a bucketlist experience: swim and snorkel with whale sharks in the Philippines 
 ?ÅEEEEEEEE???ÅEEEE Participate in shark feeding and explore surrounding coral reefs 
 ?ÅEEEEEEEE???ÅEEEE Visit the beautiful blue waters of Kawasan Falls, where you can take a relaxing swim in the beautiful waters. .",6908.12,5,1,6,https://www.tripadvisor.com.ph/AttractionProductReview-g298460-d15693684-Oslob_Whale_Shark_Swimming_and_Kawasan_Falls_Tour-Cebu_City_Cebu_Island_Visayas.html,ÅEEEEEEEEÅEEEE Head Oslob lifetime chance get close real whale sharks ÅEEEEEEEEÅEEEE Tick bucketlist experience swim snorkel whale sharks Philippines ÅEEEEEEEEÅEEEE Participate shark feeding explore surrounding coral reefs ÅEEEEEEEEÅEEEE Visit beautiful blue waters Kawasan Falls take relaxing swim beautiful waters,Water Activities
216,Luzon,Metro Manila,Day Trips,Manila Instagram Tour (Shared Tour),"Our driver Reule was super accommodating, friendly and kind. The tour was amazing, the fort of Santiago was our fave and also the Venice mall and boat ride. Highly reccomend",5353.79,4,2,4,https://www.tripadvisor.com.ph/AttractionProductReview-g298573-d17797733-Manila_Instagram_Tour_Shared_Tour-Manila_Metro_Manila_Luzon.html,driver Reule super accommodating friendly kind tour amazing fort Santiago fave also Venice mall boat ride Highly reccomend,Tours
217,Visayas,Cebu,Cooking classes,Traditional Filipino Bamboo Cooking,This cooking class is based on a survival way of cooking back in the days when cooking ware was not invented yet. The dish that's cooked inside bamboo has a distinct smoky taste that can't be achieved in cooking in metal cookware.,5699.2,5,1,4,https://www.tripadvisor.com.ph/AttractionProductReview-g667507-d16753403-Traditional_Filipino_Bamboo_Cooking-Mactan_Island_Cebu_Island_Visayas.html,cooking class based survival way cooking back days cooking ware invented yet dish thats cooked inside bamboo distinct smoky taste cant achieved cooking metal cookware,Recreational
219,Visayas,Cebu,Cooking classes,Discover Diving,"Boasting beautiful tropical waters, the Mactan area of Cebu, Philippines has a natural sea environment and is a place where you can see beautiful tropical seas and various aquatic life that you cannot enjoy in Korea.

If you want to experience scuba diving before learning, or if you want to take a few moments to experience the beautiful tropical sea, make a reservation.

Scuba diving training and experience diving instructors will take you to the beautiful tropical seas.",4029.73,4.5,8,0,https://www.tripadvisor.com.ph/AttractionProductReview-g667507-d19908416-Discover_Diving-Mactan_Island_Cebu_Island_Visayas.html,Boasting beautiful tropical waters Mactan area Cebu Philippines natural sea environment place see beautiful tropical seas various aquatic life enjoy Korea want experience scuba diving learning want take moments experience beautiful tropical sea make reservation Scuba diving training experience diving instructors take beautiful tropical seas,Recreational
221,Luzon,Bicol,Day Trips,Ultimate Full Day Albay Bicol Tour with Mayon Skyline,Visit the most popular tourist spots in Albay Bicol all in one full Day Trips. Gaze at the beauty of the renowned perfect-cone shaped volcano at the Mayon Skyline and be amazed by the wonders of nature in Albay. From caves to the beautiful fields and from the busy city to lake and hills.,6274.87,5,2,10,https://www.tripadvisor.com.ph/AttractionProductReview-g317122-d23976190-Ultimate_Full_Day_Albay_Bicol_Tour_with_Mayon_Skyline-Legazpi_Albay_Province_Bicol.html,Visit popular tourist spots Albay Bicol one full Day Trips Gaze beauty renowned perfectcone shaped volcano Mayon Skyline amazed wonders nature Albay caves beautiful fields busy city lake hills,Tours
223,Visayas,Panay,snorkeling,Boracay Snorkeling & Island Hopping tour,"On this day, we will pick you from where you're staying in Boracay and you will be transferred to where we gonna take the traditional Banka boat. The key highlights of this experience is to explore the Boracay's best snorkeling spots and the best island beaches. We will visit the famous beach paradise, Puka shell beach to stroll on the beach, swim in the blue waters or just relax with on the beach. Coconut palm?ÅEEEEEEEE???ÅEEEEEEEElined beach with coral & shell sand, snorkeling, sunbathing & a nearby restaurant. This Coconut palm?ÅEEEEEEEE???ÅEEEEEEEElined beach with coral and shell sand is an ideal natural getaway for snorkeling too. Other than that you will be rewarded by two snorkeling spots where you may enjoy tropical fish and corals. Then you will serve by buffet lunch (BBQ) and there is an option to order for premium lunch which includes Crabs too. End of the experience, we will drop you back to Boracay beach along the memories grabbed across the day.",3454.06,5,1,4,https://www.tripadvisor.com.ph/AttractionProductReview-g294260-d25070614-Boracay_Snorkeling_Island_Hopping_tour-Boracay_Malay_Aklan_Province_Panay_Island_V.html,day pick youre staying Boracay transferred gon na take traditional Banka boat key highlights experience explore Boracays best snorkeling spots best island beaches visit famous beach paradise Puka shell beach stroll beach swim blue waters relax beach Coconut palmÅEEEEEEEEÅEEEEEEEElined beach coral shell sand snorkeling sunbathing nearby restaurant Coconut palmÅEEEEEEEEÅEEEEEEEElined beach coral shell sand ideal natural getaway snorkeling rewarded two snorkeling spots may enjoy tropical fish corals serve buffet lunch BBQ option order premium lunch includes Crabs End experience drop back Boracay beach along memories grabbed across day,Water Activities
226,Luzon,Calabarzon,Day Trips,Private Full-Day Shore Excursion Pagsanjan Falls,"This was an amazing experience, we loved every minute of this tour.  Jonas and our driver were excellent hosts.  They shared so much Philippine history and culture with us.  The canoe trip was awesome!!! Definitely worth the drive!",16118.94,5,1,6,https://www.tripadvisor.com.ph/AttractionProductReview-g469412-d12993466-Private_Full_Day_Shore_Excursion_Pagsanjan_Falls-Pagsanjan_Laguna_Province_Calabar.html,amazing experience loved every minute tour Jonas driver excellent hosts shared much Philippine history culture us canoe trip awesome Definitely worth drive,Tours
229,Luzon,Metro Manila,Day Trips,Manila Food Tour: Chinatown Dimsum Experience,"My husband and I had an amazing tour with Jian. He is very knowledgeable of the history of the area, in addition to multiple anecdotes and stories. Through him we visited places we would have not found, or appreciated the long history of family recipes that will be a memory forever! Highly recommended! Thanks Jian, hope to take the other tours you offer.",3454.06,5,23,3,https://www.tripadvisor.com.ph/AttractionProductReview-g298573-d17683740-Manila_Food_Tour_Chinatown_Dimsum_Experience-Manila_Metro_Manila_Luzon.html,husband amazing tour Jian knowledgeable history area addition multiple anecdotes stories visited places would found appreciated long history family recipes memory forever Highly recommended Thanks Jian hope take tours offer,Tours
230,Luzon,Metro Manila,Day Trips,Private Half-Day Makati (Old Manila) with Intramuros,"Richard, our guide, was probably the best tour guide we have ever interacted with. He was knowledgeable about the areas, the history, landmarks, and culture. Absolute must for anyone venturing to that area and want to be enlightened.",7011.74,5,1,4,https://www.tripadvisor.com.ph/AttractionProductReview-g298450-d12466292-Private_Half_Day_Makati_Old_Manila_with_Intramuros-Makati_Metro_Manila_Luzon.html,Richard guide probably best tour guide ever interacted knowledgeable areas history landmarks culture Absolute must anyone venturing area want enlightened,Tours
